site_id,year,readiness_high,adopted_2025,mean_skill_score
S066,2026,1,0,54.670982
S067,2022,1,1,43.644189
S067,2023,1,1,50.823439
S067,2024,1,1,54.231870
S067,2025,1,1,60.380526
S067,2026,1,1,63.702197
S068,2022,1,1,52.784846
S068,2023,1,1,56.520419
S068,2024,1,1,55.438483
S068,2025,1,1,65.669844
S068,2026,1,1,65.266175
S069,2022,1,1,52.994026
S069,2023,1,1,52.444057
S069,2024,1,1,59.132746
S069,2025,1,1,62.536674
S069,2026,1,1,66.315637
S070,2022,1,1,48.164138
S070,2023,1,1,49.606552
S070,2024,1,1,51.082368
S070,2025,1,1,64.241067
S070,2026,1,1,62.450429
S071,2022,1,1,55.877466
S071,2023,1,1,59.004097
S071,2024,1,1,59.083098
S071,2025,1,1,66.274381
S071,2026,1,1,70.536514
S072,2022,1,1,50.500848
S072,2023,1,1,53.666973
S072,2024,1,1,54.325917
S072,2025,1,1,61.483653
S072,2026,1,1,62.348900
S073,2022,1,1,51.115683
S073,2023,1,1,53.563300
S073,2024,1,1,51.236088
S073,2025,1,1,62.031171
S073,2026,1,1,60.000601
S074,2022,1,1,49.287642
S074,2023,1,1,52.739914
S074,2024,1,1,51.501118
S074,2025,1,1,61.318188
S074,2026,1,1,64.945746
S075,2022,1,1,49.336020
S075,2023,1,1,49.891371
S075,2024,1,1,51.386195
S075,2025,1,1,59.339950
S075,2026,1,1,64.633679
S076,2022,1,1,48.067190
S076,2023,1,1,48.023660
S076,2024,1,1,53.436055
S076,2025,1,1,60.534813
S076,2026,1,1,62.560298
S077,2022,1,1,47.158198
S077,2023,1,1,50.246781
S077,2024,1,1,51.251286
S077,2025,1,1,59.955479
S077,2026,1,1,60.955565
S078,2022,1,1,48.458512
S078,2023,1,1,47.421335
S078,2024,1,1,47.461161
S078,2025,1,1,54.889208
S078,2026,1,1,56.655305
S079,2022,1,1,50.593292
S079,2023,1,1,55.564571
S079,2024,1,1,55.078133
S079,2025,1,1,66.794583
S079,2026,1,1,61.332530
S080,2022,1,1,50.805353
S080,2023,1,1,51.484881
S080,2024,1,1,52.779514
S080,2025,1,1,59.609508
S080,2026,1,1,62.212181
S081,2022,1,1,47.939918
S081,2023,1,1,49.222744
S081,2024,1,1,51.271299
S081,2025,1,1,59.848602
S081,2026,1,1,60.719962
S082,2022,1,0,47.083556
S082,2023,1,0,48.579638
S082,2024,1,0,48.800802
S082,2025,1,0,52.327288
S082,2026,1,0,51.614609
S083,2022,1,1,46.717400
S083,2023,1,1,50.703074
S083,2024,1,1,53.157722
S083,2025,1,1,61.719076
S083,2026,1,1,63.789743
S084,2022,1,0,46.614149
S084,2023,1,0,45.821960
S084,2024,1,0,45.887364
S084,2025,1,0,49.178777
S084,2026,1,0,51.004895
S085,2022,1,1,48.813814
S085,2023,1,1,49.244719
S085,2024,1,1,51.246114
S085,2025,1,1,59.840847
S085,2026,1,1,60.997518
S086,2022,1,1,46.325667
S086,2023,1,1,52.761321
S086,2024,1,1,50.984454
S086,2025,1,1,60.806230
S086,2026,1,1,58.807146
S087,2022,1,0,46.961571
S087,2023,1,0,46.847213
S087,2024,1,0,49.312079
S087,2025,1,0,52.737299
S087,2026,1,0,52.252742
S088,2022,1,0,45.252679
S088,2023,1,0,47.558676
S088,2024,1,0,47.569833
S088,2025,1,0,50.326732
S088,2026,1,0,54.773454
S089,2022,1,1,50.045119
S089,2023,1,1,52.898831
S089,2024,1,1,53.713599
S089,2025,1,1,59.624687
S089,2026,1,1,63.968774
S090,2022,1,0,41.372058
S090,2023,1,0,45.609690
S090,2024,1,0,48.358040
S090,2025,1,0,49.386645
S090,2026,1,0,49.139514
S091,2022,1,1,44.409109
S091,2023,1,1,49.795651
S091,2024,1,1,46.807470
S091,2025,1,1,57.721952
S091,2026,1,1,59.550167
S092,2022,1,1,57.519266
S092,2023,1,1,55.740195
S092,2024,1,1,60.751560
S092,2025,1,1,66.581328
S092,2026,1,1,68.592616
S093,2022,1,1,51.792204
S093,2023,1,1,49.928253
S093,2024,1,1,53.988910
S093,2025,1,1,63.390069
S093,2026,1,1,62.915688
S094,2022,1,1,52.425428
S094,2023,1,1,56.674557
S094,2024,1,1,59.918461
S094,2025,1,1,65.030674
S094,2026,1,1,67.471820
S095,2022,1,0,49.926225
S095,2023,1,0,51.690037
S095,2024,1,0,55.105838
S095,2025,1,0,55.353403
S095,2026,1,0,58.333495
S096,2022,1,1,48.008574
S096,2023,1,1,49.525711
S096,2024,1,1,53.284064
S096,2025,1,1,61.932516
S096,2026,1,1,63.909077
S097,2022,1,1,45.372635
S097,2023,1,1,45.817759
S097,2024,1,1,48.166230
S097,2025,1,1,57.926577
S097,2026,1,1,59.187359
S098,2022,1,1,50.604649
S098,2023,1,1,52.229633
S098,2024,1,1,52.083331
S098,2025,1,1,64.089417
S098,2026,1,1,64.209427
S099,2022,1,0,41.884802
S099,2023,1,0,47.447939
S099,2024,1,0,47.364934
S099,2025,1,0,51.092734
S099,2026,1,0,54.513290
S100,2022,1,0,48.968824
S100,2023,1,0,49.220766
S100,2024,1,0,54.454730
S100,2025,1,0,55.403331
S100,2026,1,0,56.881229
S101,2022,1,1,47.983747
S101,2023,1,1,48.308615
S101,2024,1,1,50.653538
S101,2025,1,1,60.806237
S101,2026,1,1,63.627028
S102,2022,1,1,48.373035
S102,2023,1,1,48.751487
S102,2024,1,1,51.438183
S102,2025,1,1,58.973730
S102,2026,1,1,61.333269
S103,2022,1,0,42.732824
S103,2023,1,0,43.494398
S103,2024,1,0,45.261292
S103,2025,1,0,44.925351
S103,2026,1,0,48.862045
S104,2022,1,1,48.031452
S104,2023,1,1,50.566650
S104,2024,1,1,53.818203
S104,2025,1,1,57.826926
S104,2026,1,1,61.263732
S105,2022,1,0,39.983527
S105,2023,1,0,42.957211
S105,2024,1,0,42.329232
S105,2025,1,0,45.148467
S105,2026,1,0,47.703729
S106,2022,1,1,55.969097
S106,2023,1,1,57.184657
S106,2024,1,1,57.738585
S106,2025,1,1,66.948011
S106,2026,1,1,69.511898
S107,2022,1,1,50.950113
S107,2023,1,1,52.961870
S107,2024,1,1,53.816610
S107,2025,1,1,61.463690
S107,2026,1,1,67.986306
S108,2022,1,0,46.596228
S108,2023,1,0,48.303885
S108,2024,1,0,51.124055
S108,2025,1,0,53.205165
S108,2026,1,0,53.581604
S109,2022,1,1,51.151123
S109,2023,1,1,51.801192
S109,2024,1,1,52.988181
S109,2025,1,1,64.607902
S109,2026,1,1,66.041780
S110,2022,1,0,45.788256
S110,2023,1,0,48.066698
S110,2024,1,0,49.781976
S110,2025,1,0,52.726367
S110,2026,1,0,54.662968
S111,2022,1,1,48.184244
S111,2023,1,1,52.087388
S111,2024,1,1,53.388678
S111,2025,1,1,58.700576
S111,2026,1,1,60.983309
S112,2022,1,0,49.465242
S112,2023,1,0,50.526902
S112,2024,1,0,51.546231
S112,2025,1,0,52.555007
S112,2026,1,0,55.274817
S113,2022,1,1,43.693142
S113,2023,1,1,45.059024
S113,2024,1,1,49.709872
S113,2025,1,1,57.748916
S113,2026,1,1,59.238359
S114,2022,1,1,53.921275
S114,2023,1,1,54.020449
S114,2024,1,1,56.444537
S114,2025,1,1,62.311608
S114,2026,1,1,67.934923
S115,2022,1,1,54.395831
S115,2023,1,1,57.913120
S115,2024,1,1,57.395800
S115,2025,1,1,64.767310
S115,2026,1,1,70.119069
S116,2022,1,1,51.599633
S116,2023,1,1,58.651016
S116,2024,1,1,56.779469
S116,2025,1,1,62.441335
S116,2026,1,1,65.043785
S117,2022,1,1,48.037283
S117,2023,1,1,51.630146
S117,2024,1,1,52.633793
S117,2025,1,1,58.782858
S117,2026,1,1,64.147214
S118,2022,1,1,46.508492
S118,2023,1,1,48.290845
S118,2024,1,1,50.221268
S118,2025,1,1,58.349932
S118,2026,1,1,60.516364
S119,2022,1,0,47.195357
S119,2023,1,0,50.025219
S119,2024,1,0,48.193132
S119,2025,1,0,50.574478
S119,2026,1,0,53.623517
S120,2022,1,1,49.474267
S120,2023,1,1,50.476904
S120,2024,1,1,52.377796
S120,2025,1,1,62.390615
S120,2026,1,1,65.830625
