learner_id,readiness_high,barrier_flag,baseline_band,offer,skill_gain,engagement_week4
L0063,0,0,-0.5,1,-1.524791,5.320458
L0064,0,0,-0.5,1,-3.033754,5.888441
L0065,0,0,-0.5,0,-1.188611,3.814599
L0066,0,0,-0.5,0,6.040719,4.452962
L0068,0,0,-0.5,1,-3.338057,4.167968
L0069,0,0,-0.5,1,-0.268379,4.800142
L0070,0,0,-0.5,0,5.623754,2.631982
L0071,0,0,-0.5,1,0.870166,6.748546
L0072,0,0,-0.5,1,1.413655,5.203208
L0073,0,0,-0.5,0,4.200418,3.454642
L0075,0,0,-0.5,1,-3.569349,5.490918
L0076,0,0,-0.5,0,0.745783,4.111371
L0077,0,0,-0.5,1,-3.387708,5.818277
L0078,0,0,-0.5,1,2.640933,5.812245
L0080,0,0,-0.5,1,1.531441,5.302148
L0082,0,0,-0.5,0,-3.775186,2.386707
L0084,0,0,-0.5,1,1.954145,4.545302
L0086,0,0,-0.5,1,-0.554027,4.386388
L0088,0,0,-0.5,0,0.957157,2.498106
L0089,0,0,-0.5,0,-0.828960,3.980841
L0090,0,0,-0.5,0,1.922223,4.047730
L0092,0,0,-0.5,1,-0.790352,6.110360
L0093,0,0,-0.5,1,0.492920,6.091829
L0094,0,0,-0.5,1,2.399046,5.315962
L0095,0,0,-0.5,1,-3.779386,6.805922
L0096,0,0,-0.5,1,3.001308,4.751128
L0097,0,0,-0.5,1,-3.167009,4.021202
L0098,0,0,-0.5,1,-2.835267,4.882234
L0099,0,0,-0.5,1,-1.338662,4.732383
L0101,0,0,-0.5,1,-3.886917,4.877822
L0105,0,0,-0.5,1,-3.243444,5.591598
L0107,0,0,-0.5,0,0.557819,2.745631
L0108,0,0,-0.5,0,1.688563,2.191682
L0110,0,0,-0.5,1,-1.239791,5.753318
L0111,0,0,-0.5,0,1.454382,2.600897
L0112,0,0,-0.5,1,-2.130740,5.742653
L0115,0,0,-0.5,1,-3.519774,5.899481
L0116,0,0,-0.5,0,0.314969,2.398629
L0117,0,0,-0.5,0,-1.161043,2.685430
L0118,0,0,-0.5,0,3.001085,4.130183
L0119,0,0,-0.5,1,-0.517458,7.467962
L0121,0,0,-0.5,0,-2.212222,4.044012
L0122,0,0,-0.5,0,-1.014368,2.647988
L0123,0,0,-0.5,1,-1.428473,3.935492
L0124,0,0,-0.5,0,-0.983986,4.203776
L0125,0,0,-0.5,0,0.266790,3.255913
L0126,0,0,-0.5,1,-3.231616,7.701410
L0128,0,0,-0.5,0,-0.943813,3.276112
L0131,0,0,-0.5,0,1.524939,4.252978
L0132,0,0,-0.5,0,0.194198,2.378870
L0133,0,0,-0.5,0,0.981431,3.482083
L0134,0,0,-0.5,0,2.670105,2.911630
L0135,0,0,-0.5,1,0.434246,5.682886
L0137,0,0,-0.5,1,-1.621222,6.795874
L0141,0,0,-0.5,0,1.992496,2.689566
L0142,0,0,-0.5,1,-0.372658,4.236164
L0143,0,0,-0.5,1,-1.974064,5.670163
L0144,0,0,-0.5,1,0.118280,5.309930
L0145,0,0,-0.5,1,0.679393,5.063580
L0147,0,0,-0.5,1,0.813210,5.850548
L0148,0,0,-0.5,1,-3.125590,5.702998
L0149,0,0,-0.5,1,-0.406948,6.395072
L0151,0,0,-0.5,1,-2.558736,4.988128
L0152,0,0,-0.5,1,-2.365750,6.668930
L0154,0,0,-0.5,0,3.088458,4.311044
L0155,0,0,-0.5,0,1.310806,3.144620
L0156,0,0,-0.5,0,2.234821,4.785321
L0158,0,0,-0.5,1,-3.934857,4.400851
L0162,0,0,-0.5,0,0.941285,1.892615
L0163,0,0,-0.5,0,1.191611,4.678162
L0166,0,0,-0.5,0,-0.937895,2.460514
L0167,0,0,-0.5,1,0.182604,4.869575
L0168,0,0,-0.5,0,2.414209,4.940876
L0169,0,0,-0.5,1,-0.794578,5.372466
L0170,0,0,-0.5,0,-0.103321,2.969792
L0171,0,0,-0.5,0,-1.439267,4.642883
L0172,0,0,-0.5,1,3.705974,4.878539
L0173,0,0,-0.5,1,-4.563129,3.878267
L0176,0,0,-0.5,1,-0.485968,7.421531
L0177,0,0,-0.5,1,-1.867002,7.595612
L0178,0,0,-0.5,1,-2.452885,5.702197
L0179,0,0,-0.5,1,-3.384612,5.139300
L0180,0,0,-0.5,1,0.625418,4.569170
L0181,0,0,-0.5,1,-2.115668,5.448202
L0182,0,0,-0.5,1,-0.149994,5.480027
L0183,0,0,-0.5,1,-2.850800,2.898812
L0184,0,0,-0.5,1,-1.911059,3.353264
L0185,0,0,-0.5,0,1.444947,3.315479
L0187,0,0,-0.5,1,-3.146879,5.337957
L0188,0,0,-0.5,0,-1.694852,3.524315
L0189,0,0,-0.5,0,-0.968034,3.657264
L0190,0,0,-0.5,1,-2.633317,5.110402
L0191,0,0,-0.5,0,0.057040,4.476406
L0192,0,0,-0.5,0,-2.391346,5.200539
L0193,0,0,-0.5,1,-5.031685,6.686094
L0195,0,0,-0.5,0,4.232624,1.490766
L0196,0,0,-0.5,1,-0.968610,5.991214
L0198,0,0,-0.5,1,-0.958990,5.401067
L0199,0,0,-0.5,1,-3.135068,5.876068
L0201,0,0,-0.5,1,1.119638,4.630771
L0202,0,0,-0.5,0,0.816073,2.178405
L0203,0,0,-0.5,1,-2.479275,4.594556
L0206,0,0,-0.5,1,-2.736887,5.425909
L0208,0,0,-0.5,0,4.516547,2.833268
L0210,0,0,-0.5,0,3.734346,4.046216
L0211,0,0,-0.5,0,1.559054,3.020239
L0213,0,0,-0.5,1,-2.178921,5.504138
L0215,0,0,-0.5,0,4.874964,5.712048
L0216,0,0,-0.5,0,-1.442351,3.643547
L0217,0,0,-0.5,0,4.655970,4.257035
L0218,0,0,-0.5,1,-2.426796,4.815911
L0219,0,0,-0.5,1,-2.654013,4.537435
L0220,0,0,-0.5,0,-0.130852,2.140994
L0223,0,0,-0.5,0,-0.782922,3.370654
L0224,0,0,-0.5,0,2.128451,1.455722
L0225,0,0,-0.5,0,-0.266153,2.838441
L0226,0,0,-0.5,1,0.251880,5.470955
L0228,0,0,-0.5,0,0.445973,3.021993
L0229,0,0,-0.5,1,-1.409017,4.495919
L0230,0,0,-0.5,1,-1.387562,3.895833
L0232,0,0,-0.5,0,1.711568,3.097716
L0233,0,0,-0.5,1,-2.149173,5.553489
L0235,0,0,-0.5,1,-3.380117,6.897849
L0237,0,0,-0.5,0,0.893838,4.285018
L0238,0,0,-0.5,1,0.213078,4.882200
L0239,0,0,-0.5,0,2.460348,4.314711
L0240,0,0,-0.5,0,1.802254,2.609976
L0241,0,0,-0.5,1,-1.319929,4.557071
L0242,0,0,-0.5,0,-0.388133,2.698592
L0244,0,0,-0.5,1,-3.553074,6.875477
L0245,0,0,-0.5,1,-3.105483,7.239006
L0246,0,0,-0.5,0,-1.602984,3.576646
L0247,0,0,-0.5,1,-0.902664,6.953107
L0248,0,0,-0.5,0,3.869240,3.936353
L0250,0,0,-0.5,0,-2.666514,5.108900
L0251,0,0,-0.5,1,-3.680680,5.268033
L0252,0,0,-0.5,0,-2.842964,3.240934
L0254,0,0,-0.5,1,-3.688985,7.107938
L0255,0,0,-0.5,0,-1.073599,3.508630
L0256,0,0,-0.5,1,-2.794066,7.328913
L0257,0,0,-0.5,0,-2.668021,3.414158
L0258,0,0,-0.5,0,-0.938614,2.900062
L0259,0,0,-0.5,0,-0.947087,1.812903
L0260,0,0,-0.5,0,-2.316868,1.940081
L0261,0,0,-0.5,0,3.374875,3.366328
L0262,0,0,-0.5,0,2.774061,3.188860
L0263,0,0,-0.5,1,-1.971167,4.997216
L0264,0,0,-0.5,1,-1.768773,5.632584
L0266,0,0,-0.5,1,0.295333,5.406803
L0267,0,0,-0.5,1,-1.407692,5.922857
L0268,0,0,-0.5,1,-1.979828,7.138955
L0269,0,0,-0.5,0,1.910663,5.146089
L0270,0,0,-0.5,0,-0.668874,3.143634
L0271,0,0,-0.5,1,-2.922077,5.274372
L0273,0,0,-0.5,1,0.493300,4.972942
L0274,0,0,-0.5,1,-1.818142,6.218345
L0275,0,0,-0.5,0,-1.104544,4.224704
L0279,0,0,-0.5,0,1.786087,2.856091
L0280,0,0,-0.5,1,-0.218023,5.665575
L0281,0,0,-0.5,0,2.933546,2.312278
L0282,0,0,-0.5,1,0.347744,6.920601
L0283,0,0,-0.5,0,-0.040729,3.112257
L0284,0,0,-0.5,0,0.643879,2.278432
L0285,0,0,-0.5,1,3.426459,3.901993
L0286,0,0,-0.5,1,-1.724328,5.610033
L0287,0,0,-0.5,0,0.110182,3.747545
L0288,0,0,-0.5,1,-5.999977,5.492226
L0289,0,0,-0.5,0,2.375570,1.747650
L0290,0,0,-0.5,0,0.414551,3.303256
L0292,0,0,-0.5,0,-0.190169,3.649492
L0293,0,0,-0.5,0,0.167093,3.632536
L0295,0,0,-0.5,1,2.318835,5.172015
L0296,0,0,-0.5,1,1.158667,3.395375
L0298,0,0,-0.5,1,-3.077397,5.167553
L0299,0,0,-0.5,1,-4.861508,5.339445
L0300,0,0,-0.5,0,-0.231153,3.217265
L0301,0,0,0.5,0,2.401761,5.048329
L0302,0,0,0.5,1,-1.759412,6.146689
L0303,0,0,0.5,1,3.246704,5.639491
L0304,0,0,0.5,1,4.684663,6.332764
L0307,0,0,0.5,0,-1.087406,5.280130
L0309,0,0,0.5,0,2.655765,5.237720
L0311,0,0,0.5,1,0.351401,7.306910
L0312,0,0,0.5,0,2.878149,3.791930
L0315,0,0,0.5,0,0.516520,4.623599
L0316,0,0,0.5,1,3.423244,5.569668
L0317,0,0,0.5,0,0.334233,4.946797
L0318,0,0,0.5,1,0.433997,6.783916
L0319,0,0,0.5,0,1.121860,4.408702
L0320,0,0,0.5,1,-1.152516,6.302482
L0321,0,0,0.5,0,-0.096607,5.905889
L0323,0,0,0.5,0,0.296774,3.368678
L0324,0,0,0.5,0,3.873674,3.822509
L0325,0,0,0.5,0,1.838467,4.991030
L0326,0,0,0.5,0,0.516946,2.841188
L0327,0,0,0.5,0,1.272101,4.806920
L0332,0,0,0.5,1,-1.394989,6.854168
L0333,0,0,0.5,0,5.311422,5.148313
L0334,0,0,0.5,0,0.781399,5.667704
L0335,0,0,0.5,1,1.004853,7.884570
L0336,0,0,0.5,0,0.308781,5.638363
L0337,0,0,0.5,0,3.613412,4.306397
L0338,0,0,0.5,1,2.323970,6.789316
L0339,0,0,0.5,1,-0.580882,6.390038
L0340,0,0,0.5,0,-1.035468,3.526988
L0342,0,0,0.5,1,-2.035465,5.953691
L0343,0,0,0.5,1,0.372737,5.607789
L0344,0,0,0.5,0,-0.217440,4.831922
L0345,0,0,0.5,0,2.792473,6.221664
L0347,0,0,0.5,1,0.745576,5.758524
L0348,0,0,0.5,1,2.732780,5.567587
L0349,0,0,0.5,0,-3.396783,3.335948
L0350,0,0,0.5,1,3.180872,7.297643
L0351,0,0,0.5,0,3.335654,4.212317
L0353,0,0,0.5,0,4.051636,5.049224
L0354,0,0,0.5,1,0.329897,7.911272
L0356,0,0,0.5,0,0.007221,5.168056
L0358,0,0,0.5,1,-0.814711,5.608539
L0360,0,0,0.5,0,2.183582,3.406624
L0362,0,0,0.5,1,1.860897,5.923665
L0363,0,0,0.5,0,4.203210,2.994008
L0365,0,0,0.5,1,1.621351,7.960703
L0366,0,0,0.5,0,-0.307952,3.651170
L0367,0,0,0.5,1,-1.731244,7.494194
L0368,0,0,0.5,0,3.886923,4.843689
L0370,0,0,0.5,0,3.013128,3.846175
L0371,0,0,0.5,0,3.458771,4.966031
L0372,0,0,0.5,0,2.630193,3.759581
L0374,0,0,0.5,0,-1.336536,3.327074
L0377,0,0,0.5,0,1.080677,4.381950
L0378,0,0,0.5,0,3.130828,4.759357
L0379,0,0,0.5,1,0.631256,6.174027
L0380,0,0,0.5,1,0.115034,7.277357
L0382,0,0,0.5,1,2.851576,5.912909
L0384,0,0,0.5,0,1.288940,5.612079
L0385,0,0,0.5,1,-1.480683,6.121628
L0386,0,0,0.5,1,0.307889,6.324007
L0387,0,0,0.5,1,-1.773543,6.827574
L0388,0,0,0.5,0,-2.404723,4.212197
L0390,0,0,0.5,1,2.224912,6.955050
L0391,0,0,0.5,1,1.395605,4.140094
L0393,0,0,0.5,0,4.090858,3.432882
L0394,0,0,0.5,1,4.132470,6.042700
L0395,0,0,0.5,0,-1.229775,5.127094
L0398,0,0,0.5,1,2.408834,4.053689
L0399,0,0,0.5,1,0.570785,7.181962
L0401,0,0,0.5,0,2.278726,5.146852
L0402,0,0,0.5,1,0.472647,5.625304
L0403,0,0,0.5,0,-0.071999,5.542366
L0405,0,0,0.5,0,2.050622,2.755255
L0406,0,0,0.5,1,0.396384,7.857001
L0408,0,0,0.5,0,0.415052,4.910310
L0409,0,0,0.5,0,-4.802807,3.661371
L0410,0,0,0.5,0,2.470228,3.234833
L0411,0,0,0.5,1,1.989969,7.599954
L0413,0,0,0.5,1,1.813015,6.752326
L0414,0,0,0.5,0,0.993892,4.692378
L0415,0,0,0.5,0,2.140494,5.808243
L0416,0,0,0.5,1,0.961982,6.297624
L0417,0,0,0.5,0,0.853845,4.702058
L0418,0,0,0.5,1,-0.207739,7.218114
L0420,0,0,0.5,1,3.172148,8.103426
L0421,0,0,0.5,1,6.254341,6.198563
L0422,0,0,0.5,1,0.104300,7.193228
L0423,0,0,0.5,0,3.196004,3.397551
L0426,0,0,0.5,1,0.774296,6.722384
L0428,0,0,0.5,1,-1.554113,5.954707
L0429,0,0,0.5,1,0.561252,7.515432
L0431,0,0,0.5,0,-4.554178,5.911190
L0432,0,0,0.5,1,2.218486,6.374803
L0433,0,0,0.5,0,1.465873,3.791706
L0434,0,0,0.5,0,1.946032,4.471514
L0435,0,0,0.5,0,-0.835180,5.338597
L0436,0,0,0.5,0,3.157608,3.737479
L0437,0,0,0.5,0,2.817803,6.042997
L0438,0,0,0.5,0,-1.461952,4.995228
L0439,0,0,0.5,0,0.257697,5.075974
L0440,0,0,0.5,1,0.726613,7.411106
L0441,0,0,0.5,0,0.011515,3.332691
L0443,0,0,0.5,1,2.741736,5.847683
L0444,0,0,0.5,1,-1.233748,5.461766
L0445,0,0,0.5,1,-0.309695,6.257659
L0447,0,0,0.5,0,-2.769938,4.412104
L0450,0,0,0.5,0,2.668370,3.742028
L0451,0,0,0.5,1,-0.573528,6.361430
L0453,0,0,0.5,0,0.815525,5.138580
L0454,0,0,0.5,0,0.735200,5.008701
L0455,0,0,0.5,1,2.538311,5.555262
L0457,0,0,0.5,1,-0.041495,7.442146
L0458,0,0,0.5,1,0.529432,8.946412
L0459,0,0,0.5,0,1.219202,5.258057
L0460,0,0,0.5,0,3.105797,4.418173
L0462,0,0,0.5,1,-1.222114,7.630698
L0463,0,0,0.5,1,-1.103366,8.207727
L0464,0,0,0.5,0,3.247559,6.179892
L0465,0,0,0.5,1,1.889236,6.392968
L0466,0,0,0.5,0,1.258079,2.832171
L0467,0,0,0.5,1,0.636618,7.815098
L0468,0,0,0.5,1,1.478384,6.630024
L0469,0,0,0.5,0,-0.894165,3.682920
L0470,0,0,0.5,0,2.681073,4.177270
L0472,0,0,0.5,0,-0.374924,3.595236
L0473,0,0,0.5,0,1.035182,3.139571
L0475,0,0,0.5,0,1.608065,4.326197
L0476,0,0,0.5,0,2.616193,2.817869
L0477,0,0,0.5,1,-0.081513,6.590576
L0478,0,0,0.5,1,1.008473,5.752166
L0479,0,0,0.5,1,-0.160673,6.484683
L0480,0,0,0.5,0,1.341135,4.865899
L0481,0,0,0.5,0,2.116126,5.152017
L0483,0,0,0.5,1,-0.006196,7.000673
L0484,0,0,0.5,1,0.722452,5.949433
L0485,0,0,0.5,0,2.438393,5.780649
L0488,0,0,0.5,0,1.758551,6.238588
L0489,0,0,0.5,0,1.838891,2.847386
L0490,0,0,0.5,1,1.275844,6.097021
L0491,0,0,0.5,0,-0.466942,4.291055
L0492,0,0,0.5,0,0.224469,5.913462
L0493,0,0,0.5,1,-1.861725,6.577471
L0495,0,0,0.5,1,-1.948642,6.423836
L0496,0,0,0.5,1,0.103260,6.401826
L0498,0,0,0.5,0,-2.050305,4.844332
L0499,0,0,0.5,1,0.320032,6.255859
L0500,0,0,0.5,1,4.253663,5.212363
L0503,0,0,0.5,0,2.345474,5.100977
L0504,0,0,0.5,0,1.794253,4.950831
L0510,0,0,0.5,0,0.763156,6.265406
L0512,0,0,0.5,0,2.690096,4.112804
L0513,0,0,0.5,1,0.013173,6.106493
L0514,0,0,0.5,0,2.361022,5.704264
L0515,0,0,0.5,0,-0.024358,4.653770
L0516,0,0,0.5,0,3.691062,4.190976
L0517,0,0,0.5,0,4.587867,4.809421
L0518,0,0,0.5,0,-0.046338,3.815866
L0519,0,0,0.5,1,3.484394,6.764109
L0520,0,0,0.5,0,3.362539,2.826495
L0521,0,0,0.5,1,0.814857,6.377898
L0522,0,0,0.5,0,3.100401,4.927090
L0523,0,0,0.5,0,-0.778529,5.400118
L0524,0,0,0.5,1,1.850885,6.903411
L0525,0,0,0.5,1,0.288419,7.831967
L0526,0,0,0.5,0,0.676971,3.099618
L0527,0,0,0.5,0,1.731569,4.216615
L0528,0,0,0.5,1,3.078632,7.520318
L0529,0,0,0.5,1,3.828163,7.041989
L0530,0,0,0.5,1,3.280268,6.861815
L0532,0,0,0.5,0,4.131619,4.021535
L0533,0,0,0.5,1,1.420159,7.510524
L0534,0,0,0.5,0,0.388135,3.791660
L0535,0,0,0.5,0,0.552782,5.120985
L0536,0,0,0.5,1,0.204085,7.229526
L0537,0,0,0.5,1,1.485343,6.379638
L0538,0,0,0.5,0,2.206277,3.895574
L0539,0,0,0.5,1,-1.389439,5.579673
L0540,0,0,0.5,1,2.008513,6.895410
L0541,0,0,0.5,0,3.486825,4.078757
L0543,0,0,0.5,0,-1.248567,3.102050
L0544,0,0,0.5,0,2.620721,5.546002
L0545,0,0,0.5,1,-1.054448,5.882979
L0547,0,0,0.5,0,0.689545,3.873432
L0549,0,0,0.5,1,3.674164,7.640925
L0550,0,0,0.5,0,5.361104,3.381679
L0551,0,0,0.5,1,1.576858,6.157512
L0554,0,0,0.5,0,0.688307,2.297611
L0555,0,0,0.5,0,0.962716,3.602944
L0557,0,0,0.5,0,1.888014,4.613002
L0558,0,0,0.5,1,0.997073,7.057651
L0559,0,0,0.5,0,-1.396760,3.908318
L0560,0,0,0.5,1,-0.315297,6.347456
L0561,0,0,0.5,1,0.349489,6.979087
L0562,0,0,0.5,1,0.549340,3.401475
L0563,0,0,0.5,0,0.460183,6.052364
L0564,0,0,0.5,0,3.171498,4.749392
L0565,0,0,0.5,1,-1.641336,3.792602
L0566,0,0,0.5,0,1.874354,5.077732
L0570,0,0,0.5,1,3.763566,6.056103
L0571,0,0,0.5,1,0.069749,5.647196
L0572,0,0,0.5,1,-0.183332,6.508654
L0573,0,0,0.5,0,1.130663,3.361307
L0574,0,0,0.5,1,-0.856047,7.512858
L0575,0,0,0.5,1,-1.235638,5.638037
L0577,0,0,0.5,1,2.031268,8.067043
L0579,0,0,0.5,0,-1.368156,4.729182
L0580,0,0,0.5,1,0.563829,5.498396
L0582,0,0,0.5,0,2.427779,3.770663
L0583,0,0,0.5,0,0.996982,3.556908
L0584,0,0,0.5,1,3.005377,6.861459
L0585,0,0,0.5,1,2.211947,6.471666
L0586,0,0,0.5,0,3.303012,4.633584
L0587,0,0,0.5,0,3.657952,3.633348
L0588,0,0,0.5,1,0.545234,6.164792
L0589,0,0,0.5,0,-0.814930,3.874191
L0590,0,0,0.5,0,2.613414,4.763481
L0591,0,0,0.5,1,1.624527,7.104958
L0592,0,0,0.5,1,0.526593,6.510080
L0593,0,0,0.5,1,2.849340,7.137800
L0594,0,0,0.5,1,-2.716404,5.319073
L0595,0,0,0.5,0,0.894683,4.992590
L0597,0,0,0.5,1,1.189735,7.128272
L0598,0,0,0.5,1,2.463071,7.674195
L0600,0,0,0.5,0,4.996971,4.144126
L0601,0,1,-0.5,0,0.294935,3.539697
L0602,0,1,-0.5,1,-1.365281,4.681293
L0603,0,1,-0.5,0,2.318934,4.607947
L0604,0,1,-0.5,0,-3.995675,3.457939
L0605,0,1,-0.5,0,1.266007,3.244546
L0606,0,1,-0.5,0,0.449545,1.989147
L0607,0,1,-0.5,1,-1.912901,5.642616
L0608,0,1,-0.5,0,-1.648557,2.051364
L0609,0,1,-0.5,0,2.581975,2.369018
L0610,0,1,-0.5,0,-1.043619,2.215957
L0611,0,1,-0.5,1,3.105512,4.526092
L0612,0,1,-0.5,0,-2.891107,3.327578
L0614,0,1,-0.5,1,0.115980,3.695164
L0615,0,1,-0.5,1,0.409421,5.841284
L0616,0,1,-0.5,0,-1.324395,4.537128
L0618,0,1,-0.5,1,0.875043,4.704544
L0621,0,1,-0.5,0,1.134201,1.516627
L0622,0,1,-0.5,0,1.237669,3.152419
L0623,0,1,-0.5,1,1.888557,6.847348
L0624,0,1,-0.5,1,0.786538,4.935144
L0626,0,1,-0.5,0,-1.176635,4.895369
L0627,0,1,-0.5,0,1.147216,1.487433
L0628,0,1,-0.5,1,2.687444,6.190794
L0630,0,1,-0.5,1,-0.577837,5.134310
L0632,0,1,-0.5,1,-1.871899,5.016078
L0633,0,1,-0.5,1,1.127111,4.182953
L0634,0,1,-0.5,1,-1.337408,4.950259
L0635,0,1,-0.5,1,-4.162139,5.047386
L0637,0,1,-0.5,1,-0.752933,4.485229
L0638,0,1,-0.5,0,1.436717,2.287296
L0639,0,1,-0.5,1,1.166863,6.918040
L0640,0,1,-0.5,1,0.674511,5.572371
L0642,0,1,-0.5,1,-1.540337,3.913677
L0643,0,1,-0.5,0,-1.454408,1.643664
L0644,0,1,-0.5,1,-0.390404,5.063793
L0645,0,1,-0.5,1,-3.490369,4.954987
L0646,0,1,-0.5,0,-0.218508,4.817590
L0647,0,1,-0.5,0,0.490973,3.090458
L0648,0,1,-0.5,0,0.624703,1.875581
L0650,0,1,-0.5,1,-0.821603,4.373555
L0651,0,1,-0.5,1,-0.230499,4.297393
L0654,0,1,-0.5,0,3.153201,3.215287
L0655,0,1,-0.5,1,-1.255638,5.368427
L0656,0,1,-0.5,1,2.264510,5.897671
L0657,0,1,-0.5,0,0.215662,3.361342
L0658,0,1,-0.5,1,0.748885,5.153295
L0659,0,1,-0.5,0,-1.770701,4.430433
L0662,0,1,-0.5,0,-0.670132,2.932517
L0663,0,1,-0.5,1,1.970324,4.260877
L0664,0,1,-0.5,1,-2.397586,6.327879
L0665,0,1,-0.5,1,1.245520,5.431631
L0666,0,1,-0.5,0,0.108015,2.816526
L0667,0,1,-0.5,1,0.653878,4.522544
L0668,0,1,-0.5,0,2.262030,1.491274
L0669,0,1,-0.5,1,1.598633,6.194589
L0670,0,1,-0.5,0,-0.147591,3.800831
L0672,0,1,-0.5,0,-2.743858,3.760230
L0673,0,1,-0.5,1,1.528167,3.310565
L0674,0,1,-0.5,0,-3.397836,2.172283
L0675,0,1,-0.5,1,-3.300361,5.484050
L0676,0,1,-0.5,0,-2.058752,3.102688
L0678,0,1,-0.5,0,-0.079327,2.566371
L0679,0,1,-0.5,0,0.707359,2.799276
L0683,0,1,-0.5,0,-1.614764,4.336420
L0684,0,1,-0.5,1,-1.469627,4.343282
L0685,0,1,-0.5,1,2.645634,6.281961
L0686,0,1,-0.5,0,-2.003692,2.923760
L0687,0,1,-0.5,0,-1.991060,1.527157
L0688,0,1,-0.5,1,-0.400022,4.374932
L0689,0,1,-0.5,1,1.852735,5.784871
L0690,0,1,-0.5,1,-1.441061,4.200034
L0691,0,1,-0.5,1,2.692583,4.830082
L0692,0,1,-0.5,0,-0.504202,4.192387
L0693,0,1,-0.5,1,-2.851317,4.344839
L0694,0,1,-0.5,0,-2.435578,3.402161
L0695,0,1,-0.5,0,-0.982587,3.316884
L0696,0,1,-0.5,1,-1.258675,4.809053
L0697,0,1,-0.5,1,0.191567,5.746658
L0698,0,1,-0.5,0,1.490288,2.196729
L0699,0,1,-0.5,1,4.159015,2.555083
L0700,0,1,-0.5,1,-0.107555,6.922992
L0702,0,1,-0.5,0,0.880277,3.984219
L0704,0,1,-0.5,0,-1.085497,2.861606
L0705,0,1,-0.5,1,0.701567,4.532383
L0706,0,1,-0.5,0,-0.844122,2.384378
L0707,0,1,-0.5,1,-1.252482,3.796525
L0709,0,1,-0.5,1,1.613222,4.009739
L0710,0,1,-0.5,1,-0.611776,4.825343
L0712,0,1,-0.5,1,1.308957,4.854101
L0713,0,1,-0.5,1,3.756438,4.659494
L0714,0,1,-0.5,1,3.077994,6.445337
L0715,0,1,-0.5,0,-3.866562,3.107866
L0716,0,1,-0.5,0,4.031493,2.771936
L0717,0,1,-0.5,0,1.447285,2.604557
L0718,0,1,-0.5,0,-2.002479,3.171295
L0719,0,1,-0.5,0,1.647265,3.314252
L0721,0,1,-0.5,0,-0.215149,2.518269
L0724,0,1,-0.5,1,0.237559,4.205981
L0725,0,1,-0.5,0,0.091745,2.657717
L0726,0,1,-0.5,1,-0.338510,4.804943
L0727,0,1,-0.5,1,-2.376326,3.807848
L0728,0,1,-0.5,0,0.523988,3.510847
L0729,0,1,-0.5,0,-1.030711,2.659928
L0730,0,1,-0.5,1,-0.362500,4.649059
L0731,0,1,-0.5,1,-3.407046,4.987735
L0734,0,1,-0.5,1,-2.692484,4.935290
